CustomerID,Recency,Frequency,Monetary,AverageOrderValue,ChurnProbability,RiskTier
13052,212,1,348.15,348.15,1.0,High Risk
13099,99,1,207.36,207.36,1.0,High Risk
13101,234,1,101.19,101.19,1.0,High Risk
13108,373,1,350.06,350.06,1.0,High Risk
16581,183,1,105.84,105.84,1.0,High Risk
16582,113,1,313.62,313.62,1.0,High Risk
16583,374,1,233.45,233.45,1.0,High Risk
16587,232,1,225.15,225.15,1.0,High Risk
16610,219,1,75.66,75.66,1.0,High Risk
16617,236,1,151.85,151.85,1.0,High Risk
16619,264,1,226.21,226.21,1.0,High Risk
16625,274,1,333.08,333.08,1.0,High Risk
16641,106,1,231.1,231.1,1.0,High Risk
16647,170,2,214.06,107.03,1.0,High Risk
13121,269,1,283.73,283.73,1.0,High Risk
16425,302,1,302.7,302.7,1.0,High Risk
16427,263,2,241.06,120.53,1.0,High Risk
16429,106,1,284.55,284.55,1.0,High Risk
16447,136,1,255.91,255.91,1.0,High Risk
16450,150,1,311.92,311.92,1.0,High Risk
16457,218,1,208.36,208.36,1.0,High Risk
16461,178,1,142.92,142.92,1.0,High Risk
16471,275,1,223.95,223.95,1.0,High Risk
16510,372,1,248.1,248.1,1.0,High Risk
16517,277,1,162.7,162.7,1.0,High Risk
16545,165,1,339.3,339.3,1.0,High Risk
16546,291,2,787.15,393.58,1.0,High Risk
13474,236,1,226.84,226.84,1.0,High Risk
13479,201,2,300.95,150.48,1.0,High Risk
13484,241,1,313.8,313.8,1.0,High Risk
13932,295,1,307.4,307.4,1.0,High Risk
13937,169,1,158.85,158.85,1.0,High Risk
13948,361,1,102.0,102.0,1.0,High Risk
13967,146,1,80.7,80.7,1.0,High Risk
13973,287,1,264.7,264.7,1.0,High Risk
13976,207,1,357.98,357.98,1.0,High Risk
13990,213,1,311.3,311.3,1.0,High Risk
14012,278,1,328.8,328.8,1.0,High Risk
14046,284,1,154.99,154.99,1.0,High Risk
14053,124,2,260.25,130.12,1.0,High Risk
16282,340,1,168.3,168.3,1.0,High Risk
16287,170,1,142.5,142.5,1.0,High Risk
16292,122,1,302.25,302.25,1.0,High Risk
16297,269,1,301.9,301.9,1.0,High Risk
16302,127,1,233.22,233.22,1.0,High Risk
16305,139,1,361.22,361.22,1.0,High Risk
16309,106,2,706.57,353.28,1.0,High Risk
16315,331,1,226.37,226.37,1.0,High Risk
16323,196,1,207.5,207.5,1.0,High Risk
16338,157,1,214.8,214.8,1.0,High Risk
16339,284,1,94.05,94.05,1.0,High Risk
16351,333,1,153.9,153.9,1.0,High Risk
16387,323,1,94.36,94.36,1.0,High Risk
16392,270,1,217.89,217.89,1.0,High Risk
16400,95,1,303.93,303.93,1.0,High Risk
16105,249,1,336.96,336.96,1.0,High Risk
16109,219,2,611.88,305.94,1.0,High Risk
16113,183,1,161.38,161.38,1.0,High Risk
16117,190,1,232.21,232.21,1.0,High Risk
16124,317,1,249.0,249.0,1.0,High Risk
16159,282,1,348.2,348.2,1.0,High Risk
16193,237,1,314.45,314.45,1.0,High Risk
16217,235,2,304.25,152.12,1.0,High Risk
16227,225,1,314.22,314.22,1.0,High Risk
16274,373,1,351.75,351.75,1.0,High Risk
13187,337,1,236.02,236.02,1.0,High Risk
13194,136,1,60.7,60.7,1.0,High Risk
15942,134,1,337.44,337.44,1.0,High Risk
15944,277,1,325.1,325.1,1.0,High Risk
15970,304,1,314.1,314.1,1.0,High Risk
15973,367,1,307.82,307.82,1.0,High Risk
16006,211,1,101.4,101.4,1.0,High Risk
16010,246,3,392.4,130.8,1.0,High Risk
16030,310,1,331.24,331.24,1.0,High Risk
16063,260,1,335.32,335.32,1.0,High Risk
16078,284,1,79.2,79.2,1.0,High Risk
16096,264,1,320.62,320.62,1.0,High Risk
13462,253,1,151.5,151.5,1.0,High Risk
13466,184,1,307.9,307.9,1.0,High Risk
14066,267,1,152.55,152.55,1.0,High Risk
14068,320,1,265.85,265.85,1.0,High Risk
14117,144,1,90.0,90.0,1.0,High Risk
14127,123,3,709.71,236.57,1.0,High Risk
14142,373,1,311.81,311.81,1.0,High Risk
14148,234,1,157.2,157.2,1.0,High Risk
14196,107,1,335.52,335.52,1.0,High Risk
14206,239,1,328.16,328.16,1.0,High Risk
14208,95,1,151.74,151.74,1.0,High Risk
14220,247,2,632.4,316.2,1.0,High Risk
14237,373,1,161.0,161.0,1.0,High Risk
13216,268,1,333.74,333.74,1.0,High Risk
15775,245,1,104.9,104.9,1.0,High Risk
15776,133,1,241.62,241.62,1.0,High Risk
15789,358,1,351.3,351.3,1.0,High Risk
15800,107,2,696.89,348.44,1.0,High Risk
15820,320,1,206.98,206.98,1.0,High Risk
15866,101,1,211.89,211.89,1.0,High Risk
15880,369,1,329.03,329.03,1.0,High Risk
15899,369,1,56.25,56.25,1.0,High Risk
15912,178,2,264.62,132.31,1.0,High Risk
15921,173,1,323.03,323.03,1.0,High Risk
15925,194,1,207.15,207.15,1.0,High Risk
13185,268,1,71.4,71.4,1.0,High Risk
13223,200,2,163.2,81.6,1.0,High Risk
13227,202,1,257.7,257.7,1.0,High Risk
13229,226,1,160.95,160.95,1.0,High Risk
13239,262,1,329.56,329.56,1.0,High Risk
15607,337,1,104.76,104.76,1.0,High Risk
15623,141,1,301.03,301.03,1.0,High Risk
15661,317,2,309.8,154.9,1.0,High Risk
15703,265,1,211.5,211.5,1.0,High Risk
15705,201,1,143.1,143.1,1.0,High Risk
15724,201,2,218.25,109.12,1.0,High Risk
15729,213,1,85.0,85.0,1.0,High Risk
15733,283,1,162.3,162.3,1.0,High Risk
15753,305,1,79.2,79.2,1.0,High Risk
13210,94,1,353.48,353.48,1.0,High Risk
13249,92,3,711.41,237.14,1.0,High Risk
13262,263,1,200.29,200.29,1.0,High Risk
15437,262,1,200.16,200.16,1.0,High Risk
15438,131,1,156.58,156.58,1.0,High Risk
15447,331,1,155.17,155.17,1.0,High Risk
15454,362,1,179.1,179.1,1.0,High Risk
15457,262,1,237.07,237.07,1.0,High Risk
15460,354,1,214.26,214.26,1.0,High Risk
15510,331,1,250.0,250.0,1.0,High Risk
15517,233,1,267.03,267.03,1.0,High Risk
15528,254,1,229.33,229.33,1.0,High Risk
15541,114,1,85.13,85.13,1.0,High Risk
15552,217,1,90.12,90.12,1.0,High Risk
15554,278,1,217.2,217.2,1.0,High Risk
15308,274,1,310.47,310.47,1.0,High Risk
15314,199,1,327.97,327.97,1.0,High Risk
15316,327,1,165.0,165.0,1.0,High Risk
15319,284,1,204.5,204.5,1.0,High Risk
15325,104,1,161.74,161.74,1.0,High Risk
15326,334,1,311.71,311.71,1.0,High Risk
15346,333,1,252.42,252.42,1.0,High Risk
15347,366,1,201.6,201.6,1.0,High Risk
15349,158,2,463.91,231.96,1.0,High Risk
15363,373,1,326.0,326.0,1.0,High Risk
15374,129,1,168.0,168.0,1.0,High Risk
15395,326,1,107.45,107.45,1.0,High Risk
15397,290,1,94.0,94.0,1.0,High Risk
15405,189,1,349.1,349.1,1.0,High Risk
15408,264,1,267.18,267.18,1.0,High Risk
13248,125,2,465.68,232.84,1.0,High Risk
13302,155,1,63.75,63.75,1.0,High Risk
13304,351,1,300.42,300.42,1.0,High Risk
15204,357,1,316.58,316.58,1.0,High Risk
15210,225,1,331.18,331.18,1.0,High Risk
15212,241,1,101.8,101.8,1.0,High Risk
15219,176,1,305.75,305.75,1.0,High Risk
15226,311,1,154.41,154.41,1.0,High Risk
15236,299,1,321.05,321.05,1.0,High Risk
15247,122,1,356.0,356.0,1.0,High Risk
15254,127,1,300.36,300.36,1.0,High Risk
15257,283,1,317.15,317.15,1.0,High Risk
15261,135,1,254.82,254.82,1.0,High Risk
15262,324,1,178.95,178.95,1.0,High Risk
15263,107,1,156.51,156.51,1.0,High Risk
15307,96,1,205.3,205.3,1.0,High Risk
15118,134,1,244.8,244.8,1.0,High Risk
15119,246,1,266.4,266.4,1.0,High Risk
15120,134,1,358.82,358.82,1.0,High Risk
15130,170,1,330.11,330.11,1.0,High Risk
15139,240,2,178.96,89.48,1.0,High Risk
15143,226,1,259.45,259.45,1.0,High Risk
15160,357,1,158.16,158.16,1.0,High Risk
15167,321,1,158.8,158.8,1.0,High Risk
15180,367,1,87.5,87.5,1.0,High Risk
15182,154,2,622.85,311.42,1.0,High Risk
13284,331,1,201.19,201.19,1.0,High Risk
13291,156,1,361.11,361.11,1.0,High Risk
13295,360,1,201.2,201.2,1.0,High Risk
13296,137,1,87.4,87.4,1.0,High Risk
13299,268,1,142.5,142.5,1.0,High Risk
14957,253,1,58.49,58.49,1.0,High Risk
14964,247,1,206.21,206.21,1.0,High Risk
13343,178,1,353.43,353.43,1.0,High Risk
14981,246,1,102.12,102.12,1.0,High Risk
14988,212,1,334.54,334.54,1.0,High Risk
15007,159,1,156.91,156.91,1.0,High Risk
15016,173,1,170.04,170.04,1.0,High Risk
15019,267,1,252.81,252.81,1.0,High Risk
15047,270,1,343.62,343.62,1.0,High Risk
15052,319,1,207.73,207.73,1.0,High Risk
15070,373,1,106.2,106.2,1.0,High Risk
15083,257,1,88.2,88.2,1.0,High Risk
15087,282,1,306.94,306.94,1.0,High Risk
15092,215,2,457.81,228.9,1.0,High Risk
14705,199,1,179.0,179.0,1.0,High Risk
14727,274,1,268.58,268.58,1.0,High Risk
14729,374,1,313.49,313.49,1.0,High Risk
14747,249,1,328.2,328.2,1.0,High Risk
14760,297,1,89.2,89.2,1.0,High Risk
14762,264,1,300.52,300.52,1.0,High Risk
14778,127,2,730.86,365.43,1.0,High Risk
14816,197,1,271.85,271.85,1.0,High Risk
14840,268,1,62.85,62.85,1.0,High Risk
14847,149,1,309.4,309.4,1.0,High Risk
14850,312,1,325.75,325.75,1.0,High Risk
14867,186,3,710.28,236.76,1.0,High Risk
14870,262,1,327.25,327.25,1.0,High Risk
14905,158,2,616.15,308.08,1.0,High Risk
14924,246,1,310.05,310.05,1.0,High Risk
13369,366,1,308.28,308.28,1.0,High Risk
13382,281,1,222.99,222.99,1.0,High Risk
13391,204,1,59.8,59.8,1.0,High Risk
14542,186,1,103.25,103.25,1.0,High Risk
14548,151,2,652.8,326.4,1.0,High Risk
14552,152,1,164.22,164.22,1.0,High Risk
14586,277,1,237.36,237.36,1.0,High Risk
14622,185,1,320.58,320.58,1.0,High Risk
14633,266,1,344.9,344.9,1.0,High Risk
14643,170,2,693.81,346.9,1.0,High Risk
14645,157,2,597.09,298.54,1.0,High Risk
14647,201,1,236.04,236.04,1.0,High Risk
13439,255,1,283.71,283.71,1.0,High Risk
14241,184,1,213.7,213.7,1.0,High Risk
14242,235,2,280.55,140.28,1.0,High Risk
14248,318,1,302.58,302.58,1.0,High Risk
14264,155,2,333.97,166.98,1.0,High Risk
14311,243,1,310.26,310.26,1.0,High Risk
14323,115,2,605.06,302.53,1.0,High Risk
14327,163,1,311.65,311.65,1.0,High Risk
14339,243,1,309.52,309.52,1.0,High Risk
14350,274,1,282.93,282.93,1.0,High Risk
14353,215,1,90.6,90.6,1.0,High Risk
13395,185,1,307.72,307.72,1.0,High Risk
13411,107,1,213.55,213.55,1.0,High Risk
14368,320,1,155.0,155.0,1.0,High Risk
14371,295,1,100.5,100.5,1.0,High Risk
14375,185,1,235.56,235.56,1.0,High Risk
14377,191,2,617.05,308.52,1.0,High Risk
14386,297,1,142.4,142.4,1.0,High Risk
14393,218,1,67.95,67.95,1.0,High Risk
14406,119,1,156.75,156.75,1.0,High Risk
14423,218,1,265.2,265.2,1.0,High Risk
14437,366,1,63.0,63.0,1.0,High Risk
14512,188,2,275.28,137.64,1.0,High Risk
14523,108,1,241.09,241.09,1.0,High Risk
13368,257,2,623.4,311.7,1.0,High Risk
18227,218,1,93.75,93.75,1.0,High Risk
12831,262,1,215.05,215.05,1.0,High Risk
18269,366,1,168.6,168.6,1.0,High Risk
18281,181,1,80.82,80.82,1.0,High Risk
13551,319,1,91.8,91.8,1.0,High Risk
13570,243,1,239.49,239.49,1.0,High Risk
13584,307,1,142.4,142.4,1.0,High Risk
13600,312,1,219.52,219.52,1.0,High Risk
13621,117,1,213.85,213.85,1.0,High Risk
13626,253,1,257.23,257.23,1.0,High Risk
13642,216,1,312.28,312.28,1.0,High Risk
13645,120,1,252.1,252.1,1.0,High Risk
13672,301,2,186.39,93.2,1.0,High Risk
13678,152,1,232.6,232.6,1.0,High Risk
18138,295,1,152.65,152.65,1.0,High Risk
18151,135,2,653.35,326.68,1.0,High Risk
18165,177,1,302.46,302.46,1.0,High Risk
18185,249,1,304.25,304.25,1.0,High Risk
18191,262,1,207.8,207.8,1.0,High Risk
18193,165,1,243.76,243.76,1.0,High Risk
18203,157,1,160.42,160.42,1.0,High Risk
18212,326,1,216.07,216.07,1.0,High Risk
18213,237,1,232.48,232.48,1.0,High Risk
18218,211,2,641.92,320.96,1.0,High Risk
18220,227,1,305.28,305.28,1.0,High Risk
18224,264,1,158.95,158.95,1.0,High Risk
14373,358,1,76.55,76.55,1.0,High Risk
13106,133,1,76.5,76.5,1.0,High Risk
17550,197,3,267.16,89.05,1.0,High Risk
18113,369,1,76.32,76.32,1.0,High Risk
17536,177,1,76.5,76.5,1.0,High Risk
16148,296,1,76.32,76.32,1.0,High Risk
13132,262,1,77.3,77.3,1.0,High Risk
15668,218,1,76.32,76.32,1.0,High Risk
17995,282,1,76.1,76.1,1.0,High Risk
14090,325,1,76.32,76.32,1.0,High Risk
14479,254,2,316.25,158.12,1.0,High Risk
13955,154,2,322.96,161.48,1.0,High Risk
15780,184,3,475.28,158.43,1.0,High Risk
13873,120,3,389.6,129.87,1.0,High Risk
17604,217,2,309.36,154.68,1.0,High Risk
17362,239,2,312.23,156.12,1.0,High Risk
14013,110,3,473.02,157.67,1.0,High Risk
16424,191,1,133.56,133.56,1.0,High Risk
16114,171,1,135.75,135.75,1.0,High Risk
15945,365,1,181.0,181.0,1.0,High Risk
16448,198,1,182.99,182.99,1.0,High Risk
18119,368,1,180.7,180.7,1.0,High Risk
12837,173,1,134.1,134.1,1.0,High Risk
17972,242,1,135.19,135.19,1.0,High Risk
16665,362,1,135.4,135.4,1.0,High Risk
14082,365,1,182.25,182.25,1.0,High Risk
15174,323,1,135.75,135.75,1.0,High Risk
15562,352,1,134.55,134.55,1.0,High Risk
16055,221,1,134.8,134.8,1.0,High Risk
14340,219,1,134.7,134.7,1.0,High Risk
18280,278,1,180.6,180.6,1.0,High Risk
14280,197,1,134.04,134.04,1.0,High Risk
15041,170,1,179.93,179.93,1.0,High Risk
14162,174,2,289.36,144.68,1.0,High Risk
17708,188,2,263.33,131.66,1.0,High Risk
18190,192,2,284.46,142.23,1.0,High Risk
13420,150,2,159.85,79.92,1.0,High Risk
17660,141,1,178.75,178.75,1.0,High Risk
17946,233,2,149.58,74.79,1.0,High Risk
13778,103,1,178.7,178.7,1.0,High Risk
15895,150,1,179.17,179.17,1.0,High Risk
18146,141,2,160.35,80.18,1.0,High Risk
14355,366,1,174.4,174.4,1.0,High Risk
16565,364,1,173.7,173.7,1.0,High Risk
17331,124,1,175.2,175.2,1.0,High Risk
17245,205,1,171.45,171.45,1.0,High Risk
17542,270,1,170.75,170.75,1.0,High Risk
17582,236,1,175.27,175.27,1.0,High Risk
14536,260,1,170.95,170.95,1.0,High Risk
16144,247,1,175.2,175.2,1.0,High Risk
13922,352,1,172.25,172.25,1.0,High Risk
14693,264,1,172.9,172.9,1.0,High Risk
15670,297,1,173.05,173.05,1.0,High Risk
16402,265,2,293.45,146.72,1.0,High Risk
16034,196,3,437.7,145.9,1.0,High Risk
18010,257,1,174.8,174.8,1.0,High Risk
16226,203,3,255.12,85.04,1.0,High Risk
13711,219,2,252.06,126.03,1.0,High Risk
15897,194,2,208.59,104.3,1.0,High Risk
14570,281,2,218.06,109.03,1.0,High Risk
16048,373,2,256.44,128.22,1.0,High Risk
13568,173,1,187.05,187.05,1.0,High Risk
14620,206,2,412.78,206.39,1.0,High Risk
17223,310,2,416.89,208.44,1.0,High Risk
16957,239,2,416.64,208.32,1.0,High Risk
14998,170,2,414.87,207.44,1.0,High Risk
17392,307,2,417.27,208.64,1.0,High Risk
18120,214,1,111.15,111.15,0.999,High Risk
18129,243,1,112.55,112.55,0.999,High Risk
14689,209,1,112.8,112.8,0.999,High Risk
14271,226,1,112.32,112.32,0.999,High Risk
15537,163,1,110.92,110.92,0.999,High Risk
15280,172,1,113.12,113.12,0.999,High Risk
13161,313,1,112.75,112.75,0.999,High Risk
13144,333,1,110.95,110.95,0.999,High Risk
16697,241,1,112.75,112.75,0.999,High Risk
16913,290,1,113.44,113.44,0.999,High Risk
13508,244,1,110.97,110.97,0.999,High Risk
13807,367,1,112.6,112.6,0.999,High Risk
17887,129,1,111.35,111.35,0.999,High Risk
17967,372,1,112.27,112.27,0.999,High Risk
14041,266,1,141.41,141.41,0.999,High Risk
15503,363,1,141.04,141.04,0.999,High Risk
15894,253,2,258.25,129.12,0.999,High Risk
13561,216,1,141.86,141.86,0.999,High Risk
17398,115,3,653.38,217.79,0.999,High Risk
14722,147,1,180.42,180.42,0.999,High Risk
14656,169,2,291.05,145.52,0.999,High Risk
17881,304,1,133.35,133.35,0.999,High Risk
14450,181,3,483.25,161.08,0.999,High Risk
14958,147,3,483.73,161.24,0.999,High Risk
14171,98,1,363.79,363.79,0.999,High Risk
15063,213,1,370.8,370.8,0.999,High Risk
16202,361,1,365.27,365.27,0.999,High Risk
14079,125,1,375.1,375.1,0.999,High Risk
18056,288,1,363.65,363.65,0.999,High Risk
16147,134,1,375.0,375.0,0.999,High Risk
16065,365,1,367.14,367.14,0.999,High Risk
17492,248,1,374.57,374.57,0.999,High Risk
15472,113,1,371.56,371.56,0.999,High Risk
12873,282,1,374.0,374.0,0.999,High Risk
14888,207,1,369.2,369.2,0.999,High Risk
14886,253,1,364.8,364.8,0.999,High Risk
16858,369,1,375.69,375.69,0.999,High Risk
15922,373,1,369.5,369.5,0.999,High Risk
13300,169,1,371.89,371.89,0.999,High Risk
16509,297,1,363.7,363.7,0.999,High Risk
17356,312,1,178.22,178.22,0.999,High Risk
13618,174,1,177.34,177.34,0.999,High Risk
13072,267,1,177.15,177.15,0.999,High Risk
16403,312,1,177.5,177.5,0.999,High Risk
15292,201,1,178.39,178.39,0.999,High Risk
17990,237,3,630.84,210.28,0.999,High Risk
15768,116,3,621.83,207.28,0.999,High Risk
14021,155,3,631.9,210.63,0.999,High Risk
17026,185,2,154.83,77.42,0.999,High Risk
18048,203,2,172.29,86.15,0.999,High Risk
18013,155,2,187.29,93.64,0.999,High Risk
15042,199,1,135.93,135.93,0.999,High Risk
12968,112,1,135.95,135.95,0.999,High Risk
14483,282,1,137.1,137.1,0.999,High Risk
14247,278,1,136.77,136.77,0.999,High Risk
15691,252,1,136.8,136.8,0.999,High Risk
14889,336,1,135.9,135.9,0.999,High Risk
14245,220,2,1693.45,846.72,0.999,High Risk
15577,151,3,258.88,86.29,0.999,High Risk
13731,219,2,610.59,305.3,0.999,High Risk
15381,214,2,596.85,298.42,0.999,High Risk
15232,113,2,612.06,306.03,0.999,High Risk
17890,323,2,586.89,293.44,0.999,High Risk
17507,262,2,605.58,302.79,0.999,High Risk
18183,227,2,632.07,316.04,0.999,High Risk
12872,327,2,599.97,299.98,0.999,High Risk
15258,169,2,623.16,311.58,0.999,High Risk
13933,109,2,608.79,304.4,0.999,High Risk
15829,99,2,636.14,318.07,0.999,High Risk
14338,161,2,588.22,294.11,0.999,High Risk
15402,149,2,626.77,313.38,0.999,High Risk
14476,257,1,193.0,193.0,0.999,High Risk
15909,174,1,191.94,191.94,0.999,High Risk
14100,138,1,191.95,191.95,0.999,High Risk
15869,277,2,149.64,74.82,0.999,High Risk
14813,370,2,152.88,76.44,0.999,High Risk
16952,109,2,167.61,83.8,0.999,High Risk
14259,142,1,120.0,120.0,0.999,High Risk
14165,276,1,120.44,120.44,0.999,High Risk
15049,274,1,121.17,121.17,0.999,High Risk
16073,297,1,122.4,122.4,0.999,High Risk
14453,190,1,119.93,119.93,0.999,High Risk
14413,362,1,121.05,121.05,0.999,High Risk
13002,318,1,120.95,120.95,0.999,High Risk
14314,107,1,120.0,120.0,0.999,High Risk
16883,187,2,272.48,136.24,0.999,High Risk
13754,152,2,282.6,141.3,0.999,High Risk
16808,99,2,288.42,144.21,0.999,High Risk
15759,218,3,253.04,84.35,0.999,High Risk
16214,171,3,1062.75,354.25,0.999,High Risk
14817,200,2,1110.34,555.17,0.999,High Risk
