CustomerID,Recency,Frequency,Monetary,FirstPurchaseDate,LastPurchaseDate,AverageOrderValue,TenureDays,Churned
12909,40,5,2178.67,2011-03-31 12:51:00,2011-10-31 12:43:00,435.73,213,0
12910,23,8,3075.04,2011-04-12 10:01:00,2011-11-16 14:28:00,384.38,218,0
12912,3,5,1662.3,2011-10-30 11:35:00,2011-12-07 08:55:00,332.46,37,0
12913,5,5,2483.63,2010-12-06 16:36:00,2011-12-05 12:11:00,496.73,363,0
12915,149,2,363.65,2010-12-02 12:33:00,2011-07-14 11:34:00,181.82,223,1
12916,139,4,2944.95,2011-01-23 10:43:00,2011-07-24 10:35:00,736.24,181,1
12917,128,1,594.0,2011-08-03 16:42:00,2011-08-03 16:42:00,594.0,0,1
12919,8,6,1335.19,2011-06-23 09:22:00,2011-12-01 13:47:00,222.53,161,0
12920,17,1,162.78,2011-11-22 15:05:00,2011-11-22 15:05:00,162.78,0,0
12921,9,37,16587.09,2010-12-01 15:06:00,2011-11-30 16:22:00,448.3,364,0
12922,161,1,405.38,2011-07-01 15:35:00,2011-07-01 15:35:00,405.38,0,1
12923,64,1,172.82,2011-10-06 16:20:00,2011-10-06 16:20:00,172.82,0,0
12924,88,4,933.7,2011-01-16 11:49:00,2011-09-12 13:55:00,233.42,239,0
12925,5,2,694.05,2011-09-26 11:05:00,2011-12-05 11:11:00,347.02,70,0
12928,35,5,2062.7,2010-12-15 15:45:00,2011-11-04 14:24:00,412.54,323,0
12929,312,1,117.85,2011-02-01 12:08:00,2011-02-01 12:08:00,117.85,0,1
12930,78,2,415.8,2011-06-21 13:25:00,2011-09-22 15:18:00,207.9,93,0
12931,22,15,42055.96,2010-12-17 09:45:00,2011-11-18 12:39:00,2803.73,336,0
12933,24,3,607.53,2011-03-01 11:30:00,2011-11-15 16:38:00,202.51,259,0
12935,2,7,2160.7,2011-01-24 13:58:00,2011-12-07 17:25:00,308.67,317,0
12936,17,4,1063.9,2011-09-22 13:51:00,2011-11-22 17:32:00,265.98,61,0
12937,15,4,1504.27,2011-03-17 14:19:00,2011-11-24 15:05:00,376.07,252,0
12938,26,1,114.14,2011-11-14 11:21:00,2011-11-14 11:21:00,114.14,0,0
12939,64,8,11581.8,2011-01-09 11:20:00,2011-10-06 14:33:00,1447.72,270,0
12940,55,2,899.69,2011-09-13 10:16:00,2011-10-16 12:09:00,449.84,33,0
12942,131,3,675.6,2010-12-09 09:34:00,2011-07-31 14:39:00,225.2,234,1
12944,36,2,604.51,2010-12-20 10:41:00,2011-11-04 11:04:00,302.26,319,0
12945,288,1,462.95,2011-02-24 14:15:00,2011-02-24 14:15:00,462.95,0,1
12947,144,6,1603.99,2010-12-01 16:21:00,2011-07-19 10:06:00,267.33,229,1
12948,16,7,2064.95,2011-03-20 10:17:00,2011-11-23 17:10:00,294.99,248,0
12949,31,8,4167.22,2011-04-01 13:20:00,2011-11-09 11:25:00,520.9,221,0
12950,2,3,1843.0,2011-11-15 13:48:00,2011-12-07 13:17:00,614.33,21,0
12951,9,6,1064.07,2011-01-13 10:33:00,2011-12-01 12:14:00,177.34,322,0
12952,6,4,1387.79,2011-09-22 16:37:00,2011-12-04 10:35:00,346.95,72,0
12953,10,1,329.85,2011-11-30 09:24:00,2011-11-30 09:24:00,329.85,0,0
12955,1,11,4757.16,2011-03-17 09:03:00,2011-12-08 16:29:00,432.47,266,0
12956,306,1,108.07,2011-02-06 16:08:00,2011-02-06 16:08:00,108.07,0,1
12957,10,8,4017.54,2011-01-04 12:18:00,2011-11-30 09:53:00,502.19,329,0
12962,7,2,266.39,2011-08-18 13:38:00,2011-12-02 15:55:00,133.2,106,0
12963,8,8,1856.63,2010-12-09 09:14:00,2011-12-01 12:55:00,232.08,357,0
12965,89,1,769.8100000000001,2011-09-11 15:31:00,2011-09-11 15:31:00,769.81,0,0
12966,10,1,160.18,2011-11-30 12:38:00,2011-11-30 12:38:00,160.18,0,0
12967,358,2,1660.9,2010-12-03 09:49:00,2010-12-16 19:10:00,830.45,13,1
12968,112,1,135.95,2011-08-19 15:44:00,2011-08-19 15:44:00,135.95,0,1
12970,7,4,405.47,2011-01-21 14:04:00,2011-12-02 14:30:00,101.37,315,0
12971,4,86,11189.91,2010-12-02 16:42:00,2011-12-06 12:20:00,130.12,368,0
12974,198,1,144.8,2011-05-26 09:33:00,2011-05-26 09:33:00,144.8,0,1
12976,212,1,738.6,2011-05-12 09:55:00,2011-05-12 09:55:00,738.6,0,1
12977,156,1,39.239999999999995,2011-07-06 16:40:00,2011-07-06 16:40:00,39.24,0,1
12980,158,9,7374.900000000001,2010-12-16 11:36:00,2011-07-05 09:34:00,819.43,200,1
12981,30,2,372.21999999999997,2011-07-29 14:14:00,2011-11-10 12:00:00,186.11,103,0
12982,243,1,390.54,2011-04-11 11:51:00,2011-04-11 11:51:00,390.54,0,1
12984,19,1,97.5,2011-11-21 12:37:00,2011-11-21 12:37:00,97.5,0,0
12985,1,2,1239.38,2011-11-11 12:44:00,2011-12-09 10:46:00,619.69,27,0
12987,74,2,558.7,2011-05-26 12:00:00,2011-09-27 12:03:00,279.35,124,0
12988,292,1,505.82,2011-02-20 14:31:00,2011-02-20 14:31:00,505.82,0,1
12989,3,15,6924.11,2010-12-10 13:24:00,2011-12-06 15:28:00,461.61,361,0
12990,31,3,409.5,2011-02-02 15:39:00,2011-11-08 13:01:00,136.5,278,0
12991,23,2,503.76,2011-08-19 14:39:00,2011-11-16 15:34:00,251.88,89,0
12993,23,4,414.76,2011-02-14 14:29:00,2011-11-16 15:49:00,103.69,275,0
12994,4,3,974.42,2011-03-16 08:31:00,2011-12-05 15:43:00,324.81,264,0
12995,85,1,211.32,2011-09-15 15:44:00,2011-09-15 15:44:00,211.32,0,0
12997,22,4,1226.89,2011-01-26 15:49:00,2011-11-17 15:47:00,306.72,294,0
12999,196,3,455.88,2011-04-08 10:26:00,2011-05-27 13:24:00,151.96,49,1
13000,107,3,534.85,2010-12-10 10:26:00,2011-08-25 10:43:00,178.28,258,1
13001,4,13,9785.970000000001,2011-01-17 12:45:00,2011-12-05 14:51:00,752.77,322,0
13002,318,1,120.95,2011-01-25 15:18:00,2011-01-25 15:18:00,120.95,0,1
13003,106,3,149.05,2011-05-09 08:23:00,2011-08-26 10:50:00,49.68,109,1
13004,12,18,5655.91,2010-12-17 08:20:00,2011-11-28 11:27:00,314.22,346,0
13005,174,2,513.7,2011-04-07 13:32:00,2011-06-19 10:53:00,256.85,72,1
13006,56,1,81.57,2011-10-14 13:49:00,2011-10-14 13:49:00,81.57,0,0
13008,323,1,229.47,2011-01-20 14:24:00,2011-01-20 14:24:00,229.47,0,1
13011,372,1,50.550000000000004,2010-12-02 17:22:00,2010-12-02 17:22:00,50.55,0,1
13012,9,8,1646.8400000000001,2011-02-18 09:43:00,2011-11-30 13:05:00,205.86,285,0
13013,1,13,4810.9400000000005,2010-12-03 12:28:00,2011-12-08 15:01:00,370.07,370,0
13014,11,10,3466.28,2011-03-03 18:28:00,2011-11-29 12:27:00,346.63,270,0
13015,53,5,3339.64,2011-04-04 14:28:00,2011-10-17 13:19:00,667.93,195,0
13016,73,3,789.89,2011-08-08 15:00:00,2011-09-27 14:08:00,263.3,49,0
13017,7,1,204.0,2011-12-02 15:53:00,2011-12-02 15:53:00,204.0,0,0
13018,16,28,7277.7,2011-02-17 11:05:00,2011-11-23 13:28:00,259.92,279,0
13021,4,9,2616.38,2010-12-16 10:12:00,2011-12-05 16:37:00,290.71,354,0
13023,64,2,689.9,2011-08-02 09:34:00,2011-10-06 16:27:00,344.95,65,0
13026,1,5,975.36,2011-03-09 11:35:00,2011-12-08 16:58:00,195.07,274,0
13027,114,6,6912.0,2010-12-20 12:45:00,2011-08-18 09:39:00,1152.0,240,1
13028,23,2,661.3199999999999,2011-10-25 14:09:00,2011-11-17 11:10:00,330.66,22,0
13029,31,3,1247.5,2010-12-21 13:53:00,2011-11-09 09:13:00,415.83,322,0
13030,11,2,752.44,2010-12-06 14:31:00,2011-11-28 14:30:00,376.22,356,0
13032,52,2,1010.1800000000001,2011-09-13 16:40:00,2011-10-18 15:54:00,505.09,34,0
13033,357,1,190.55,2010-12-17 14:23:00,2010-12-17 14:23:00,190.55,0,1
13034,55,2,642.77,2010-12-05 14:52:00,2011-10-16 12:21:00,321.38,314,0
13035,74,2,921.88,2011-03-24 09:21:00,2011-09-27 08:57:00,460.94,186,0
13037,138,3,881.07,2011-03-28 15:42:00,2011-07-24 15:46:00,293.69,118,1
13038,80,3,908.46,2011-02-22 11:43:00,2011-09-20 14:37:00,302.82,210,0
13040,9,2,676.99,2011-11-06 13:53:00,2011-12-01 10:38:00,338.5,24,0
13043,273,1,516.42,2011-03-11 14:52:00,2011-03-11 14:52:00,516.42,0,1
13044,291,1,560.47,2011-02-21 15:20:00,2011-02-21 15:20:00,560.47,0,1
13045,99,1,305.28000000000003,2011-09-01 15:04:00,2011-09-01 15:04:00,305.28,0,1
13046,31,2,629.31,2011-03-18 15:43:00,2011-11-09 08:36:00,314.65,235,0
13047,32,10,3237.54,2010-12-01 08:34:00,2011-11-08 12:06:00,323.75,342,0
13048,14,4,1819.41,2011-01-16 14:36:00,2011-11-25 13:23:00,454.85,312,0
13049,64,2,656.6800000000001,2011-01-25 16:33:00,2011-10-06 15:31:00,328.34,253,0
13050,15,17,5836.86,2010-12-08 09:30:00,2011-11-25 09:18:00,343.34,351,0
13052,212,1,348.15000000000003,2011-05-11 14:12:00,2011-05-11 14:12:00,348.15,0,1
13055,78,3,1214.41,2011-05-10 08:58:00,2011-09-22 14:26:00,404.8,135,0
13058,25,3,271.40000000000003,2011-07-11 12:01:00,2011-11-15 12:43:00,90.47,127,0
13059,250,1,183.4,2011-04-04 10:40:00,2011-04-04 10:40:00,183.4,0,1
13060,254,1,307.53000000000003,2011-03-31 11:37:00,2011-03-31 11:37:00,307.53,0,1
13061,72,1,248.61,2011-09-28 16:04:00,2011-09-28 16:04:00,248.61,0,0
13062,191,1,346.98,2011-06-01 15:12:00,2011-06-01 15:12:00,346.98,0,1
13064,13,4,1105.59,2011-01-16 13:41:00,2011-11-27 12:31:00,276.4,314,0
13065,373,1,205.86,2010-12-01 16:52:00,2010-12-01 16:52:00,205.86,0,1
13066,24,2,470.8,2011-11-07 17:06:00,2011-11-15 12:57:00,235.4,7,0
13067,82,1,115.46000000000001,2011-09-18 13:38:00,2011-09-18 13:38:00,115.46,0,0
13068,10,2,344.0,2011-01-24 08:20:00,2011-11-29 15:00:00,172.0,309,0
13069,1,24,4431.44,2010-12-05 11:02:00,2011-12-09 08:39:00,184.64,368,0
13070,192,1,228.8,2011-05-31 13:45:00,2011-05-31 13:45:00,228.8,0,1
13072,267,1,177.15,2011-03-18 08:12:00,2011-03-18 08:12:00,177.15,0,1
13075,130,1,919.61,2011-08-02 10:19:00,2011-08-02 10:19:00,919.61,0,1
13077,1,4,728.02,2010-12-08 14:59:00,2011-12-08 19:24:00,182.0,365,0
13078,3,26,12627.94,2010-12-08 09:07:00,2011-12-06 15:36:00,485.69,363,0
13079,4,5,220.10000000000002,2011-07-22 14:41:00,2011-12-05 16:53:00,44.02,136,0
13080,179,1,58.08,2011-06-13 14:59:00,2011-06-13 14:59:00,58.08,0,1
13081,12,11,28337.38,2010-12-03 17:20:00,2011-11-28 10:54:00,2576.13,359,0
13082,126,9,3613.63,2011-01-05 15:42:00,2011-08-05 16:16:00,401.51,212,1
13083,4,2,303.75,2011-09-25 10:46:00,2011-12-05 15:01:00,151.88,71,0
13085,158,2,416.08,2011-02-17 13:57:00,2011-07-05 12:11:00,208.04,137,1
13089,3,97,58762.08,2010-12-05 10:27:00,2011-12-07 09:02:00,605.79,366,0
13090,9,14,8910.82,2010-12-02 07:48:00,2011-12-01 12:39:00,636.49,364,0
13091,28,1,345.82,2011-11-11 15:54:00,2011-11-11 15:54:00,345.82,0,0
13092,71,5,477.83,2010-12-15 12:27:00,2011-09-30 11:18:00,95.57,288,0
13093,276,8,7832.47,2010-12-01 15:00:00,2011-03-09 12:14:00,979.06,97,1
13094,21,12,1927.3200000000002,2010-12-06 10:34:00,2011-11-18 14:07:00,160.61,347,0
13095,71,1,74.39999999999999,2011-09-30 12:03:00,2011-09-30 12:03:00,74.4,0,0
13097,33,10,6003.22,2010-12-14 15:13:00,2011-11-07 10:43:00,600.32,327,0
13098,1,28,28882.44,2011-01-26 13:46:00,2011-12-08 14:14:00,1031.52,316,0
13099,99,1,207.36,2011-09-01 17:40:00,2011-09-01 17:40:00,207.36,0,1
13101,234,1,101.19,2011-04-19 14:37:00,2011-04-19 14:37:00,101.19,0,1
13102,1,24,6424.09,2010-12-09 13:38:00,2011-12-08 12:52:00,267.67,363,0
13103,40,1,243.94,2011-10-31 09:38:00,2011-10-31 09:38:00,243.94,0,0
13104,3,6,1098.48,2010-12-20 11:58:00,2011-12-06 13:10:00,183.08,351,0
13106,133,1,76.5,2011-07-29 15:12:00,2011-07-29 15:12:00,76.5,0,1
13107,44,4,1531.6200000000001,2011-01-10 12:28:00,2011-10-26 14:52:00,382.9,289,0
13108,373,1,350.06,2010-12-02 10:35:00,2010-12-02 10:35:00,350.06,0,1
13109,60,2,786.54,2011-07-05 14:56:00,2011-10-11 10:16:00,393.27,97,0
13110,31,7,1488.67,2011-02-01 15:24:00,2011-11-08 14:30:00,212.67,279,0
13113,1,24,12245.960000000001,2010-12-08 13:21:00,2011-12-09 12:49:00,510.25,365,0
13115,12,4,2294.78,2011-06-08 16:15:00,2011-11-28 12:38:00,573.7,172,0
13116,138,1,501.14,2011-07-24 14:33:00,2011-07-24 14:33:00,501.14,0,1
13117,22,8,984.91,2010-12-02 13:11:00,2011-11-18 12:02:00,123.11,350,0
13118,20,5,1197.81,2011-02-24 12:32:00,2011-11-20 12:46:00,239.56,269,0
13120,239,1,30.6,2011-04-15 10:19:00,2011-04-15 10:19:00,30.6,0,1
13121,269,1,283.73,2011-03-15 16:47:00,2011-03-15 16:47:00,283.73,0,1
13122,94,2,922.39,2011-04-13 14:12:00,2011-09-06 15:53:00,461.2,146,1
13124,90,3,3756.33,2010-12-15 15:00:00,2011-09-11 12:45:00,1252.11,269,0
13126,5,8,2099.64,2010-12-08 11:42:00,2011-12-05 10:00:00,262.46,361,0
13127,78,1,259.17,2011-09-23 10:26:00,2011-09-23 10:26:00,259.17,0,0
13130,94,1,64.0,2011-09-06 15:30:00,2011-09-06 15:30:00,64.0,0,1
13131,23,3,1073.3,2011-06-05 10:54:00,2011-11-16 13:21:00,357.77,164,0
13132,262,1,77.3,2011-03-23 12:44:00,2011-03-23 12:44:00,77.3,0,1
13133,274,2,109.8,2011-02-08 15:48:00,2011-03-11 10:31:00,54.9,30,1
13134,86,4,1793.58,2011-04-13 12:57:00,2011-09-15 10:35:00,448.4,154,0
13135,197,1,3096.0,2011-05-27 10:52:00,2011-05-27 10:52:00,3096.0,0,1
13136,56,5,2607.61,2011-05-11 12:47:00,2011-10-14 13:41:00,521.52,156,0
13137,11,8,3603.29,2011-02-04 11:54:00,2011-11-29 12:09:00,450.41,298,0
13138,22,6,962.39,2010-12-02 15:03:00,2011-11-17 16:51:00,160.4,350,0
13139,16,7,5064.9400000000005,2011-03-25 11:57:00,2011-11-23 13:54:00,723.56,243,0
13140,108,3,422.47,2010-12-08 15:12:00,2011-08-23 15:33:00,140.82,258,1
13141,85,5,2388.75,2011-01-28 13:04:00,2011-09-16 09:54:00,477.75,230,0
13142,19,1,307.09000000000003,2011-11-20 16:07:00,2011-11-20 16:07:00,307.09,0,0
13144,333,1,110.95,2011-01-11 11:15:00,2011-01-11 11:15:00,110.95,0,1
13145,40,4,618.52,2010-12-02 18:06:00,2011-10-31 12:45:00,154.63,332,0
13146,26,1,228.91,2011-11-13 15:29:00,2011-11-13 15:29:00,228.91,0,0
13147,10,4,712.8,2011-09-01 12:28:00,2011-11-29 13:59:00,178.2,89,0
13148,29,12,3683.26,2010-12-10 13:06:00,2011-11-10 15:23:00,306.94,335,0
13149,14,4,1676.06,2011-02-23 13:57:00,2011-11-25 13:09:00,419.02,274,0
13151,296,1,1257.8700000000001,2011-02-17 12:29:00,2011-02-17 12:29:00,1257.87,0,1
13153,6,1,486.22,2011-12-04 12:14:00,2011-12-04 12:14:00,486.22,0,0
13155,33,4,971.76,2010-12-06 12:44:00,2011-11-06 15:41:00,242.94,335,0
13157,49,4,1741.22,2011-02-14 14:03:00,2011-10-21 13:50:00,435.3,248,0
13158,95,4,1201.06,2011-01-25 09:58:00,2011-09-06 11:58:00,300.26,224,1
13159,9,4,1429.35,2011-08-16 11:44:00,2011-12-01 11:20:00,357.34,106,0
13160,22,1,91.8,2011-11-17 13:07:00,2011-11-17 13:07:00,91.8,0,0
13161,313,1,112.75,2011-01-30 14:03:00,2011-01-30 14:03:00,112.75,0,1
13162,122,4,1688.29,2011-01-09 10:43:00,2011-08-09 15:59:00,422.07,212,1
13165,46,2,1021.48,2010-12-23 14:06:00,2011-10-24 15:05:00,510.74,305,0
13166,283,1,417.2,2011-03-01 15:16:00,2011-03-01 15:16:00,417.2,0,1
13167,19,4,791.33,2011-07-19 12:13:00,2011-11-21 12:24:00,197.83,125,0
13168,36,4,1299.59,2011-01-25 13:55:00,2011-11-03 12:56:00,324.9,281,0
13169,64,2,712.88,2011-04-01 14:24:00,2011-10-07 12:11:00,356.44,188,0
13170,27,1,108.81,2011-11-13 12:19:00,2011-11-13 12:19:00,108.81,0,0
13171,22,3,468.41,2011-02-13 14:16:00,2011-11-18 10:27:00,156.14,277,0
13173,4,2,353.65000000000003,2010-12-07 14:30:00,2011-12-05 15:51:00,176.82,363,0
13174,16,3,2742.82,2010-12-05 16:24:00,2011-11-23 14:35:00,914.27,352,0
13176,46,1,481.49,2011-10-24 15:43:00,2011-10-24 15:43:00,481.49,0,0
13177,65,1,282.45,2011-10-06 09:56:00,2011-10-06 09:56:00,282.45,0,0
13178,26,11,5725.47,2010-12-14 12:22:00,2011-11-13 16:14:00,520.5,334,0
13182,45,1,121.18,2011-10-25 13:46:00,2011-10-25 13:46:00,121.18,0,0
13183,8,9,3957.78,2011-01-09 10:50:00,2011-12-02 10:30:00,439.75,326,0
13184,15,10,1668.95,2011-02-22 17:25:00,2011-11-25 12:02:00,166.9,275,0
13185,268,1,71.4,2011-03-17 11:56:00,2011-03-17 11:56:00,71.4,0,1
13186,40,3,1575.89,2011-08-03 09:09:00,2011-10-31 11:40:00,525.3,89,0
13187,337,1,236.02,2011-01-06 18:57:00,2011-01-06 18:57:00,236.02,0,1
13188,11,1,114.6,2011-11-28 15:28:00,2011-11-28 15:28:00,114.6,0,0
13189,19,2,260.68,2011-08-16 13:12:00,2011-11-21 10:39:00,130.34,96,0
13192,95,2,911.94,2011-05-18 14:57:00,2011-09-05 14:13:00,455.97,109,1
13193,61,1,112.08,2011-10-09 14:30:00,2011-10-09 14:30:00,112.08,0,0
13194,136,1,60.7,2011-07-27 09:01:00,2011-07-27 09:01:00,60.7,0,1
13196,11,4,1797.78,2011-03-22 14:24:00,2011-11-28 13:54:00,449.44,250,0
13198,10,6,3401.2400000000002,2010-12-13 09:29:00,2011-11-29 15:17:00,566.87,351,0
13199,4,38,9817.12,2010-12-08 10:51:00,2011-12-06 12:30:00,258.35,363,0
13200,19,4,870.09,2011-08-05 14:50:00,2011-11-20 15:35:00,217.52,107,0
13203,10,4,869.46,2011-04-11 14:40:00,2011-11-30 10:45:00,217.36,232,0
13207,15,2,250.26000000000002,2011-07-12 11:35:00,2011-11-24 14:52:00,125.13,135,0
13208,59,6,1217.65,2011-02-03 19:32:00,2011-10-12 09:54:00,202.94,250,0
13209,30,8,5891.61,2010-12-13 10:31:00,2011-11-09 13:54:00,736.45,331,0
13210,94,1,353.48,2011-09-07 08:18:00,2011-09-07 08:18:00,353.48,0,1
13211,10,3,1095.42,2010-12-13 16:17:00,2011-11-29 14:43:00,365.14,350,0
13212,20,3,786.83,2011-10-09 14:48:00,2011-11-20 12:40:00,262.28,41,0
13213,57,5,1520.58,2011-05-24 12:22:00,2011-10-14 11:42:00,304.12,142,0
13216,268,1,333.74,2011-03-17 12:18:00,2011-03-17 12:18:00,333.74,0,1
13217,122,3,533.98,2011-07-06 12:08:00,2011-08-09 15:32:00,177.99,34,1
13218,127,1,62.64,2011-08-04 16:59:00,2011-08-04 16:59:00,62.64,0,1
13220,78,4,819.2900000000001,2011-04-17 10:59:00,2011-09-22 13:38:00,204.82,158,0
13221,240,2,847.41,2010-12-15 13:24:00,2011-04-13 16:58:00,423.7,119,1
13223,200,2,163.2,2011-04-21 15:16:00,2011-05-23 13:03:00,81.6,31,1
13224,60,2,2155.95,2011-07-11 14:10:00,2011-10-10 14:55:00,1077.97,91,0
13225,3,7,6463.84,2010-12-13 09:49:00,2011-12-06 13:29:00,923.41,358,0
13226,273,1,108.21000000000001,2011-03-11 14:35:00,2011-03-11 14:35:00,108.21,0,1
13227,202,1,257.7,2011-05-22 11:47:00,2011-05-22 11:47:00,257.7,0,1
13228,81,1,358.0,2011-09-19 14:28:00,2011-09-19 14:28:00,358.0,0,0
13229,226,1,160.95,2011-04-28 12:07:00,2011-04-28 12:07:00,160.95,0,1
13230,4,14,2755.63,2010-12-09 19:28:00,2011-12-05 16:03:00,196.83,360,0
13232,13,7,1328.35,2011-04-10 13:48:00,2011-11-27 10:39:00,189.76,230,0
13233,74,2,605.12,2011-01-07 14:49:00,2011-09-26 13:25:00,302.56,261,0
13235,212,1,1031.07,2011-05-11 17:13:00,2011-05-11 17:13:00,1031.07,0,1
13236,24,2,744.85,2011-08-25 08:58:00,2011-11-15 12:50:00,372.42,82,0
13238,17,4,700.73,2010-12-14 14:37:00,2011-11-22 15:37:00,175.18,343,0
