CustomerID,Recency,Frequency,Monetary,AverageOrderValue,LTV_12Month,ChurnProbability,RiskTier
17857,4,23,26879.04,1168.65,27086.17,0.0033338647959183,Medium Risk
15786,46,3,4919.0,1639.67,25817.87,0.0221805024419305,Medium Risk
13777,1,33,25977.16,787.19,25488.45,0.0,Low Risk
16240,24,2,3718.8,1859.4,25128.58,0.0188211299152163,Medium Risk
12901,9,28,17654.54,630.52,24668.74,0.0008336655769077,Medium Risk
16281,72,1,2062.06,2062.06,24149.23,0.0240654572609982,Medium Risk
14607,16,14,16209.5,1157.82,23968.28,0.0074761998348996,Medium Risk
15341,81,1,2020.52,2020.52,23662.74,0.0240654572609982,Medium Risk
17846,85,1,2033.1,2033.1,23627.07,0.031566354068364,Medium Risk
15531,8,2,1972.39,986.2,23415.62,0.0106968021189457,Medium Risk
17679,53,2,1992.11,996.06,22429.07,0.0129189061316547,Medium Risk
14306,51,2,2093.32,1046.66,22269.95,0.0090088853696675,Medium Risk
12950,2,3,1843.0,614.33,22115.88,0.0,Low Risk
16986,30,2,1873.2,936.6,22012.25,0.0207378103784897,Medium Risk
14887,79,1,1862.0,1862.0,21859.97,0.0216627912605371,Medium Risk
17317,46,3,2600.34,866.78,21797.25,0.0124770195531386,Medium Risk
15814,17,4,1945.33,486.33,21454.93,0.0028577285772857,Medium Risk
16751,31,1,1764.72,1764.72,20730.36,0.0210743076401386,Medium Risk
16210,2,18,21086.3,1171.46,20620.52,0.0033338647959183,Medium Risk
16380,61,1,1743.15,1743.15,20476.97,0.0210743076401386,Medium Risk
17381,9,29,20275.61,699.16,20387.35,0.0,Low Risk
13881,3,20,17159.52,857.98,20335.24,0.0,Low Risk
17675,1,31,20374.28,657.23,20318.46,0.0,Low Risk
13763,63,1,1714.96,1714.96,20252.17,0.0159066072020022,Medium Risk
15039,10,47,19766.59,420.57,20097.15,0.0,Low Risk
15947,83,1,1708.24,1708.24,19973.97,0.0256069146935865,Medium Risk
13685,3,7,3119.44,445.63,19893.11,0.0041081770882294,Medium Risk
13471,1,4,2501.84,625.46,19851.56,0.0,Low Risk
14554,10,4,2279.49,569.87,19755.73,0.0027278657157766,Medium Risk
14216,3,4,1839.3,459.82,19688.79,0.0028577285772857,Medium Risk
14164,71,2,1631.77,815.88,19158.72,0.0215716794593108,Medium Risk
14251,2,5,2879.7000000000003,575.94,19091.62,0.0010003827384939,Medium Risk
15159,2,30,18641.01,621.37,18952.65,0.0,Low Risk
17528,1,8,3628.5,453.56,18604.93,0.0166492511357697,Medium Risk
14121,4,4,2780.15,695.04,18120.69,0.0,Low Risk
12830,38,6,6814.64,1135.77,18016.64,0.0293915016568727,Medium Risk
15189,1,41,16225.39,395.74,17891.99,0.0,Low Risk
12882,9,2,1463.04,731.52,17429.85,0.0072129141166389,Medium Risk
14031,7,19,17286.86,909.83,17286.77,0.0,Low Risk
15427,33,3,1430.54,476.85,17126.97,0.0023082867235796,Medium Risk
15125,25,15,11528.48,768.57,17117.25,0.0033730193906942,Medium Risk
17428,1,28,17256.85,616.32,17116.28,0.0,Low Risk
16133,4,33,14589.04,442.09,16958.52,0.0,Low Risk
13767,2,37,17220.36,465.42,16942.04,0.0,Low Risk
15484,1,4,3590.41,897.6,16858.99,0.0094267334575002,Medium Risk
16839,9,34,16594.35,488.07,16824.86,0.0,Low Risk
13536,1,7,3444.39,492.06,16818.9,0.0100336307853483,Medium Risk
13340,45,7,10736.48,1533.78,16775.81,0.0111244914418461,Medium Risk
15478,40,2,1399.92,699.96,16760.26,0.0023082867235796,Medium Risk
12921,9,37,16587.09,448.3,16632.67,0.0,Low Risk
15444,9,2,1411.21,705.6,16615.74,0.0,Low Risk
16790,4,6,1545.62,257.6,16562.96,0.0017784676565212,Medium Risk
12912,3,5,1662.3,332.46,16398.36,0.0,Low Risk
15856,4,27,16143.64,597.91,16322.45,0.0,Low Risk
15251,9,11,10484.99,953.18,16314.09,0.0110133496215478,Medium Risk
17354,51,1,1393.06,1393.06,16307.96,0.0244519983095909,Medium Risk
17677,2,30,16345.38,544.85,16256.42,0.0,Low Risk
16079,17,3,1352.0,450.67,16158.23,0.0040612348219934,Medium Risk
12906,12,5,2919.81,583.96,16131.23,0.0010003827384939,Medium Risk
17107,33,6,10797.48,1799.58,16060.83,0.0056426240813513,Medium Risk
15513,33,19,14758.22,776.75,15843.42,0.0,Low Risk
16120,59,4,1309.14,327.29,15627.62,0.0052390172321767,Medium Risk
12939,64,8,11581.8,1447.72,15617.05,0.0025405841541995,Medium Risk
14051,1,23,15610.39,678.71,15610.33,0.0,Low Risk
15621,4,4,1293.03,323.26,15480.66,0.0023082867235796,Medium Risk
14856,36,3,1290.53,430.18,15423.59,0.0040612348219934,Medium Risk
17919,88,1,1304.04,1304.04,15279.53,0.0235771762190486,Medium Risk
13431,67,2,1269.1,634.55,15138.98,0.0059240256829367,Medium Risk
16101,71,1,1290.7,1290.7,15123.23,0.0235771762190486,Medium Risk
16360,5,6,3450.41,575.07,15068.44,0.0069258364356128,Medium Risk
15009,12,3,1259.43,419.81,15016.9,0.006369521545573,Medium Risk
13878,55,1,1271.57,1271.57,14899.08,0.0235771762190486,Medium Risk
17037,88,1,1267.32,1267.32,14849.28,0.0235771762190486,Medium Risk
12985,1,2,1239.38,619.69,14843.95,0.0019236430542778,Medium Risk
14866,11,12,14389.9,1199.16,14795.27,0.0,Low Risk
14125,11,3,2720.63,906.88,14727.21,0.0063547590035745,Medium Risk
14893,10,2,1237.85,618.93,14713.95,0.0094495438744834,Medium Risk
17590,2,3,1468.02,489.34,14481.82,0.0,Low Risk
14895,8,20,11138.71,556.94,14417.24,0.0,Low Risk
12856,8,6,2170.78,361.8,14406.22,0.0,Low Risk
16705,1,20,14034.99,701.75,14309.43,0.0,Low Risk
17139,16,12,10650.77,887.56,14201.82,0.0026795081063509,Medium Risk
14258,9,9,12669.98,1407.78,14099.26,0.0,Low Risk
15473,14,7,1771.2,253.03,14029.17,0.0017784676565212,Medium Risk
14261,51,2,1163.45,581.72,13934.42,0.0019236430542778,Medium Risk
15050,25,3,1737.69,579.23,13788.19,0.0,Low Risk
14194,5,21,11349.52,540.45,13671.78,0.0,Low Risk
16800,11,1,1162.65,1162.65,13654.47,0.0213112664658233,Medium Risk
17500,17,3,1138.0,379.33,13589.66,0.0048488708777792,Medium Risk
13447,23,3,1129.14,376.38,13503.34,0.0034198112823718,Medium Risk
17340,30,11,12353.29,1123.03,13404.62,0.0011115245587922,Medium Risk
17086,7,6,2050.08,341.68,13362.13,0.0,Low Risk
15498,3,27,13316.4,493.2,13352.98,0.0,Low Risk
14971,35,3,1097.98,365.99,13126.09,0.0037603924659521,Medium Risk
17735,2,19,13110.02,690.0,13110.0,0.0,Low Risk
16843,43,16,10196.57,637.29,13104.84,0.0,Low Risk
16525,2,26,13027.45,501.06,13063.35,0.0,Low Risk
15978,77,1,1098.78,1098.78,13013.85,0.0130073470776581,Medium Risk
13755,4,9,2108.06,234.23,12960.28,0.0062238570112319,Medium Risk
13853,57,1,1090.14,1090.14,12959.1,0.0093705090917462,Medium Risk
13297,8,4,2089.85,522.46,12891.72,0.0028577285772857,Medium Risk
15505,53,5,3610.96,722.19,12875.38,0.0035719166381961,Medium Risk
13467,11,2,1071.91,535.96,12844.36,0.0014521057423725,Medium Risk
13521,1,3,1071.73,357.24,12812.28,0.0037603924659521,Medium Risk
16563,54,1,1077.74,1077.74,12811.69,0.0093705090917462,Medium Risk
17131,5,5,2463.17,492.63,12760.99,0.0064296452154818,Medium Risk
13635,68,1,1071.03,1071.03,12731.93,0.0093705090917462,Medium Risk
16729,38,21,7205.33,343.11,12728.23,0.0175320383565129,Medium Risk
17728,4,3,2876.01,958.67,12720.4,0.0063547590035745,Medium Risk
13078,3,26,12627.94,485.69,12697.52,0.0,Low Risk
14488,68,1,1064.28,1064.28,12651.69,0.0093705090917462,Medium Risk
15977,17,2,1054.73,527.36,12638.26,0.0014521057423725,Medium Risk
14367,8,16,9227.82,576.74,12604.32,0.0008336655769077,Medium Risk
17727,15,1,1060.25,1060.25,12603.78,0.0093705090917462,Medium Risk
16416,26,3,1051.4,350.47,12556.54,0.0047859705382909,Medium Risk
14212,90,1,1070.48,1070.48,12532.7,0.0243705090917463,Medium Risk
17183,8,6,3347.31,557.88,12503.49,0.0073001650924666,Medium Risk
14360,32,4,2118.03,529.51,12417.27,0.0041569253111839,Medium Risk
15640,4,15,12416.11,827.74,12348.44,0.0,Low Risk
16260,51,1,1035.45,1035.45,12322.78,0.008259220851559,Medium Risk
13639,74,1,1033.34,1033.34,12297.67,0.008259220851559,Medium Risk
14904,2,2,1025.44,512.72,12287.41,0.0014521057423725,Medium Risk
16160,65,2,1025.44,512.72,12287.41,0.0014521057423725,Medium Risk
13113,1,24,12245.96,510.25,12246.0,0.0,Low Risk
17197,30,1,1013.01,1013.01,12055.72,0.008259220851559,Medium Risk
15782,10,3,2614.74,871.58,11930.03,0.0124770195531386,Medium Risk
14606,1,93,12076.15,129.85,11848.81,0.0,Low Risk
13363,18,2,992.5,496.25,11846.27,0.0053508216540428,Medium Risk
17061,74,11,5232.2300000000005,475.66,11790.82,0.0245186003137362,Medium Risk
16376,9,2,974.96,487.48,11609.91,0.0076591083776224,Medium Risk
18194,82,1,973.84,973.84,11589.56,0.008259220851559,Medium Risk
15482,16,12,10879.76,906.65,11577.63,0.0,Low Risk
17865,31,20,10526.32,526.32,11537.95,0.0,Low Risk
16049,40,3,1074.81,358.27,11521.65,0.0014521057423725,Medium Risk
17100,18,2,971.74,485.87,11502.65,0.0135690097485641,Medium Risk
15098,182,3,39916.5,13305.5,11460.35,0.9760743209346512,High Risk
18192,72,1,957.97,957.97,11400.69,0.008259220851559,Medium Risk
13555,74,4,4098.88,1024.72,11364.18,0.0277229379861053,Medium Risk
17244,53,1,954.9,954.9,11364.16,0.008259220851559,Medium Risk
16745,87,17,7180.7,422.39,11315.17,0.0286221784866482,Medium Risk
12822,71,2,948.88,474.44,11299.35,0.0076591083776224,Medium Risk
17044,25,1,948.48,948.48,11287.76,0.008259220851559,Medium Risk
16672,2,20,8134.94,406.75,11237.88,0.0008336655769077,Medium Risk
16652,59,7,6773.97,967.71,11208.26,0.0299014323989078,Medium Risk
14140,4,2,935.05,467.52,11160.44,0.0053508216540428,Medium Risk
17350,8,4,1281.32,320.33,11135.28,0.0,Low Risk
12971,4,86,11189.91,130.12,11099.09,0.0,Low Risk
13001,4,13,9785.97,752.77,11092.84,0.0,Low Risk
17656,73,5,1674.69,334.94,11063.83,0.0045065487410398,Medium Risk
16934,55,2,931.03,465.52,11020.88,0.0135690097485641,Medium Risk
15654,9,2,922.53,461.26,11011.01,0.0053508216540428,Medium Risk
13319,5,26,10845.55,417.14,10996.27,0.0,Low Risk
16523,2,21,9418.47,448.5,10983.23,0.0,Low Risk
15576,38,1,921.37,921.37,10945.82,0.0100054248700525,Medium Risk
15615,10,23,10399.74,452.16,10907.71,0.0,Low Risk
14015,53,1,917.34,917.34,10897.94,0.0100054248700525,Medium Risk
15156,1,3,961.49,320.5,10890.66,0.0069707027818301,Medium Risk
15249,32,13,6688.46,514.5,10874.01,0.002262725172315,Medium Risk
17813,14,5,1698.07,339.61,10873.48,0.0,Low Risk
17581,1,25,11025.24,441.01,10846.94,0.0,Low Risk
13032,52,2,1010.18,505.09,10828.83,0.0014521057423725,Medium Risk
13689,63,1,910.0,910.0,10810.74,0.0100054248700525,Medium Risk
14062,10,12,10464.85,872.07,10790.02,0.0,Low Risk
15807,50,3,903.9,301.3,10765.63,0.0074834163523577,Medium Risk
14769,3,8,10416.98,1302.12,10740.65,0.0,Low Risk
15502,16,12,10384.93,865.41,10737.95,0.0,Low Risk
16182,72,4,6617.65,1654.41,10735.56,0.0133076171085133,Medium Risk
13644,16,4,2624.26,656.06,10723.89,0.0035719166381961,Medium Risk
17173,5,8,3766.6,470.82,10723.5,0.0249907466725537,Medium Risk
16258,45,5,5203.51,1040.7,10655.34,0.0294341972026291,Medium Risk
16779,2,22,10611.72,482.35,10640.85,0.0,Low Risk
15066,53,1,893.59,893.59,10615.79,0.0100054248700525,Medium Risk
14305,71,3,1858.96,619.65,10601.82,0.0,Low Risk
17706,4,17,10504.49,617.91,10591.52,0.0,Low Risk
15255,67,1,890.85,890.85,10583.24,0.0100054248700525,Medium Risk
14056,1,23,8152.71,354.47,10552.4,0.0,Low Risk
16379,4,4,2157.4,539.35,10549.15,0.0086533194128956,Medium Risk
17434,2,7,2373.82,339.12,10503.87,0.0059254536971189,Medium Risk
16041,31,3,3166.4,1055.47,10450.47,0.0053543762650806,Medium Risk
17566,8,2,869.77,434.88,10381.27,0.0053508216540428,Medium Risk
17004,46,2,1312.14,656.07,10347.68,0.0061344873376187,Medium Risk
13979,73,1,869.87,869.87,10334.0,0.0100054248700525,Medium Risk
14102,5,5,1105.88,221.18,10331.68,0.0017784676565212,Medium Risk
14432,10,6,2248.5,374.75,10327.08,0.0059254536971189,Medium Risk
16070,22,2,852.15,426.08,10171.2,0.0053508216540428,Medium Risk
16347,11,2,847.45,423.72,10114.87,0.0053508216540428,Medium Risk
13384,31,7,4151.93,593.13,10107.33,0.0195786235427336,Medium Risk
13704,5,9,2308.06,256.45,10053.78,0.0094661883563594,Medium Risk
12847,22,1,843.64,843.64,10022.39,0.0100054248700525,Medium Risk
18172,15,20,7561.68,378.08,10014.63,0.0021598952750355,Medium Risk
16108,85,1,842.5,842.5,10008.85,0.0100054248700525,Medium Risk
13458,7,14,9646.57,689.04,10002.82,0.0,Low Risk
17416,30,7,6893.42,984.77,9989.97,0.0034198112823718,Medium Risk
14434,22,6,1372.8,228.8,9989.3,0.0032075272519285,Medium Risk
16187,32,15,6911.4400000000005,460.76,9986.81,0.0023726366522003,Medium Risk
16747,38,2,836.0600000000001,418.03,9979.04,0.0053508216540428,Medium Risk
14733,16,12,9585.91,798.83,9968.31,0.0,Low Risk
15948,8,2,955.24,477.62,9908.48,0.0053508216540428,Medium Risk
13985,4,15,7060.13,470.68,9903.17,0.0008336655769077,Medium Risk
16169,8,4,1822.97,455.74,9902.67,0.0028577285772857,Medium Risk
12940,55,2,899.69,449.84,9897.76,0.0053508216540428,Medium Risk
13199,4,38,9817.12,258.35,9871.39,0.0,Low Risk
15078,7,32,9743.11,304.47,9851.0,0.0,Low Risk
16164,17,3,822.48,274.16,9833.87,0.0036368379859118,Medium Risk
16284,31,2,812.68,406.34,9738.0,0.0014521057423725,Medium Risk
14952,60,11,8099.49,736.32,9713.94,0.0011115245587922,Medium Risk
15787,26,3,933.26,311.09,9697.28,0.0036368379859118,Medium Risk
13949,3,6,2427.32,404.55,9673.28,0.0064296452154818,Medium Risk
13924,2,6,1838.85,306.48,9580.45,0.0008336655769077,Medium Risk
15152,10,13,4745.69,365.05,9565.72,0.0225324847138967,Medium Risk
13316,37,4,5732.93,1433.23,9548.1,0.0098343557985902,Medium Risk
13018,16,28,7277.7,259.92,9521.08,0.0,Low Risk
16759,8,3,789.79,263.26,9477.36,0.0,Low Risk
13336,77,1,795.12,795.12,9459.83,0.00855331912768,Medium Risk
15088,21,2,1160.07,580.04,9391.44,0.0019236430542778,Medium Risk
18130,15,3,1059.39,353.13,9386.02,0.0047859705382909,Medium Risk
14667,11,25,9175.04,367.0,9380.6,0.0,Low Risk
14557,85,1,788.38,788.38,9379.64,0.00855331912768,Medium Risk
18228,57,2,779.9,389.95,9358.8,0.0,Low Risk
13488,17,13,8968.31,689.87,9352.67,0.0,Low Risk
13375,89,1,778.65,778.65,9290.58,0.0056955905503942,Medium Risk
16505,32,1,777.6,777.6,9278.05,0.0056955905503942,Medium Risk
14412,43,2,770.03,385.02,9240.48,0.0,Low Risk
13969,7,18,9024.17,501.34,9226.34,0.0,Low Risk
15075,78,1,773.03,773.03,9223.53,0.0056955905503942,Medium Risk
17306,11,19,8631.31,454.28,9211.79,0.0,Low Risk
16656,22,15,8625.8,575.05,9205.84,0.0,Low Risk
12965,89,1,769.8100000000001,769.81,9185.11,0.0056955905503942,Medium Risk
16480,76,1,769.29,769.29,9178.9,0.0056955905503942,Medium Risk
13356,80,1,768.24,768.24,9166.37,0.0056955905503942,Medium Risk
14815,37,2,778.5,389.25,9166.21,0.0,Low Risk
18092,2,11,9068.26,824.39,9118.25,0.0,Low Risk
16669,24,3,1348.88,449.63,9080.47,0.0040612348219934,Medium Risk
17719,38,15,5396.04,359.74,9055.85,0.002262725172315,Medium Risk
14698,2,5,1217.27,243.45,9051.14,0.0017784676565212,Medium Risk
13629,23,11,7792.36,708.4,9029.29,0.0,Low Risk
18104,37,1,754.64,754.64,9004.1,0.0056955905503942,Medium Risk
16295,10,4,1328.55,332.14,8980.08,0.0,Low Risk
17387,20,2,746.81,373.4,8951.64,0.0011115245587922,Medium Risk
14923,51,1,749.1,749.1,8938.0,0.0056955905503942,Medium Risk
13090,9,14,8910.82,636.49,8935.34,0.0,Low Risk
13354,71,1,743.53,743.53,8871.54,0.0056955905503942,Medium Risk
15022,12,4,852.39,213.1,8851.06,0.0043037810836408,Medium Risk
14756,15,1,738.96,738.96,8817.01,0.0056955905503942,Medium Risk
17461,23,3,735.82,245.27,8810.79,0.0021434429030274,Medium Risk
15763,32,2,1086.92,543.46,8803.33,0.0014521057423725,Medium Risk
16033,6,20,8778.82,438.94,8802.92,0.0,Low Risk
16491,47,1,731.5,731.5,8728.0,0.0056955905503942,Medium Risk
15939,90,15,6115.01,407.67,8644.09,0.0666518470670103,Medium Risk
15272,57,2,721.94,360.97,8634.39,0.0033343373577717,Medium Risk
17811,4,39,7761.82,199.02,8611.09,0.0,Low Risk
17017,3,20,8694.26,434.71,8599.95,0.0,Low Risk
16126,29,4,6287.77,1571.94,8571.06,0.0028577285772857,Medium Risk
15274,4,2,716.57,358.28,8570.05,0.0033343373577717,Medium Risk
14101,74,6,5976.79,996.13,8567.1,0.0103663339022181,Medium Risk
15330,32,2,714.9599999999999,357.48,8550.91,0.0033343373577717,Medium Risk
18035,36,3,713.89,237.96,8548.2,0.0021434429030274,Medium Risk
17651,12,10,3945.0,394.5,8539.52,0.0214623619662881,Medium Risk
13224,60,2,2155.95,1077.97,8515.42,0.0152677060126967,Medium Risk
17761,33,1,712.78,712.78,8504.64,0.0056955905503942,Medium Risk
13587,64,1,712.4,712.4,8500.11,0.0056955905503942,Medium Risk
14527,3,55,8507.13,154.68,8484.16,0.0,Low Risk
14250,7,3,1904.05,634.68,8475.3,0.0,Low Risk
17243,1,26,8540.05,328.46,8470.34,0.0,Low Risk
15358,5,22,8347.2,379.42,8463.17,0.0,Low Risk
14126,8,3,706.1300000000001,235.38,8436.41,0.0043984412571679,Medium Risk
17716,23,11,5655.99,514.18,8417.83,0.0010003827384939,Medium Risk
17934,52,2,704.25,352.12,8407.16,0.0051732694891139,Medium Risk
13263,1,35,7436.93,212.48,8403.81,0.0,Low Risk
14179,41,2,701.57,350.78,8393.88,0.0029504566901344,Medium Risk
16609,15,7,5493.46,784.78,8392.87,0.0079806578789971,Medium Risk
14550,11,2,757.37,378.68,8376.86,0.0,Low Risk
16513,5,4,874.59,218.65,8364.61,0.0043037810836408,Medium Risk
14356,80,2,701.23,350.62,8360.45,0.0064680626075696,Medium Risk
16558,1,20,8338.49,416.92,8338.4,0.0,Low Risk
13854,9,25,8109.519999999999,324.38,8314.52,0.0,Low Risk
14387,33,3,1727.6,575.87,8297.07,0.0,Low Risk
14849,22,25,7930.54,317.22,8246.82,0.0,Low Risk
17502,9,4,689.1,172.28,8216.68,0.0063805279999362,Medium Risk
16533,19,3,1082.81,360.94,8204.21,0.0036115908909733,Medium Risk
15290,5,18,7943.22,441.29,8190.04,0.0,Low Risk
13871,23,13,6403.25,492.56,8172.02,0.0,Low Risk
15187,2,16,4777.18,298.57,8158.78,0.0173803683402375,Medium Risk
15044,19,17,7634.73,449.1,8148.14,0.0,Low Risk
14788,7,2,679.44,339.72,8144.22,0.0011115245587922,Medium Risk
18082,26,1,680.84,680.84,8123.55,0.0056955905503942,Medium Risk
13040,9,2,676.99,338.5,8114.97,0.0011115245587922,Medium Risk
15322,86,1,679.68,679.68,8109.71,0.0056955905503942,Medium Risk
17397,22,2,681.41,340.7,8109.6,0.0082181880945213,Medium Risk
14944,30,12,5900.25,491.69,8096.25,0.0,Low Risk
14629,4,2,955.26,477.63,8065.21,0.0053508216540428,Medium Risk
13607,40,1,675.51,675.51,8059.95,0.0056955905503942,Medium Risk
13325,82,1,675.3,675.3,8057.45,0.0056955905503942,Medium Risk
17396,39,8,7330.8,916.35,8050.51,0.0011115245587922,Medium Risk
13464,58,1,674.68,674.68,8050.05,0.0056955905503942,Medium Risk
16653,16,2,1212.66,606.33,8032.17,0.0019236430542778,Medium Risk
13324,36,10,7121.95,712.2,8023.24,0.0,Low Risk
17997,74,8,1962.46,245.31,7990.58,0.0071804431623642,Medium Risk
14796,1,17,7975.49,469.15,7975.55,0.0,Low Risk
13596,6,2,664.11,332.06,7955.89,0.0017000081791907,Medium Risk
16268,71,2,667.65,333.82,7945.84,0.0082181880945213,Medium Risk
14456,5,9,3017.28,335.25,7940.06,0.0122652514156129,Medium Risk
18109,2,26,8004.92,307.88,7939.62,0.0,Low Risk
13028,23,2,661.3199999999999,330.66,7927.02,0.0011115245587922,Medium Risk
15398,16,2,1345.53,672.76,7912.4,0.0011115245587922,Medium Risk
15144,8,17,6580.4400000000005,387.08,7900.76,0.0,Low Risk
14110,4,12,5683.15,473.6,7887.33,0.0,Low Risk
17459,43,2,657.3,328.65,7868.97,0.0023619730697359,Medium Risk
14234,22,4,754.12,188.53,7831.05,0.0042394455961637,Medium Risk
14191,2,13,4684.76,360.37,7826.08,0.002262725172315,Medium Risk
14145,47,4,3742.2,935.55,7820.01,0.0267233150922237,Medium Risk
16102,42,3,1842.14,614.05,7818.43,0.0,Low Risk
15677,49,1,657.23,657.23,7808.63,0.0099064348337351,Medium Risk
16708,46,1,656.63,656.63,7801.5,0.0099064348337351,Medium Risk
16688,1,4,1260.86,315.22,7800.36,0.0,Low Risk
16127,39,1,656.25,656.25,7796.99,0.0099064348337351,Medium Risk
14894,85,1,655.75,655.75,7791.05,0.0099064348337351,Medium Risk
14725,25,1,655.58,655.58,7789.03,0.0099064348337351,Medium Risk
15382,15,6,5955.71,992.62,7763.71,0.0,Low Risk
16056,45,1,650.75,650.75,7731.64,0.0099064348337351,Medium Risk
17523,11,4,652.74,163.18,7727.83,0.0133811020527491,Medium Risk
16532,18,3,6748.8,2249.6,7697.85,0.0,Low Risk
15150,17,10,5291.33,529.13,7694.52,0.0,Low Risk
15465,20,18,7354.62,408.59,7691.79,0.0,Low Risk
17545,43,3,642.32,214.11,7678.59,0.0038099576367694,Medium Risk
14286,24,3,4628.75,1542.92,7661.43,0.0068926000304416,Medium Risk
15194,3,15,7616.53,507.77,7616.55,0.0,Low Risk
14664,20,2,636.24,318.12,7614.02,0.0027319265234259,Medium Risk
13139,16,7,5064.9400000000005,723.56,7607.8,0.0,Low Risk
13566,41,2,856.84,428.42,7587.15,0.0053508216540428,Medium Risk
15804,1,13,4206.39,323.57,7583.16,0.0220625246395093,Medium Risk
15773,6,1,635.6800000000001,635.68,7572.81,0.0072555038325128,Medium Risk
17049,3,9,5655.03,628.34,7540.54,0.0026795081063509,Medium Risk
14567,57,2,1530.36,765.18,7534.15,0.0153749172945235,Medium Risk
17985,22,1,631.35,631.35,7521.23,0.0072555038325128,Medium Risk
13914,12,2,626.45,313.23,7488.88,0.0038099576367694,Medium Risk
13518,86,1,627.16,627.16,7471.32,0.0072555038325128,Medium Risk
15089,10,6,2420.84,403.47,7466.19,0.0029302598810502,Medium Risk
13435,5,7,3809.89,544.27,7448.61,0.0197857725682611,Medium Risk
17788,74,2,1117.9,558.95,7404.52,0.0019236430542778,Medium Risk
13709,4,13,6307.650000000001,485.2,7402.81,0.0,Low Risk
16613,70,1,618.59,618.59,7398.27,0.0033420534914714,Medium Risk
17640,87,1,621.66,621.66,7397.69,0.0083420534914714,Medium Risk
14808,40,8,2718.6,339.82,7388.36,0.0171437481262939,Medium Risk
15706,64,4,1060.56,265.14,7385.88,0.0078498196532395,Medium Risk
16141,88,1,620.4,620.4,7382.7,0.0083420534914714,Medium Risk
16923,12,19,7069.08,372.06,7372.1,0.0,Low Risk
14503,3,6,3543.26,590.54,7369.35,0.0028191180607519,Medium Risk
14961,11,9,7044.68,782.74,7367.62,0.0,Low Risk
14382,26,1,615.49,615.49,7361.2,0.0033420534914714,Medium Risk
18229,12,20,7276.9,363.84,7357.43,0.0,Low Risk
15275,38,1,615.14,615.14,7357.01,0.0033420534914714,Medium Risk
18022,36,1,612.72,612.72,7321.38,0.0042515002555632,Medium Risk
